course_code,course_name,wait_list_size_all_requests,course_type,date_pulled,datetime_pulled
RSM2604HF.2025-0301,MANAGERIAL NEGOTIATIONS,8,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2609HF.2025-0103,ALIGNING PEOPLE AND STRATEGY,0,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2613HF.2025-0301,C-SUITE: LIVING OUT LEADERSHIP DAY TO DAY FOR ORGANIZATIONAL,0,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2621HF.2025-0301,EFFECTIVE LEADERSHIP,2,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2622HF.2025-0301,LEADERSHIP DEVELOPMENT LAB,11,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2700HF.2025-0101,INDEPENDENT STUDY PROJECT,0,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2700HF.2025-0102,INDEPENDENT STUDY PROJECT,1,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2701HF.2025-0102,GLOBAL CONSULTING PROJECT,4,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2702HY.2026-0104,ONBOARD,1,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2711HY.2026-0101,GLOBAL PRACTICUM: STRATEGY,16,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2712HY.2026-0101,GLOBAL PRACTICUM: SUSTAINABILITY AND STRATEGY,0,Fall,2025-08-10,2025-08-11T01:25:44Z
RSM2122HF.2025-0201,CLEAN ENERGY: POLICY CONTEXT AND BUSINESS OPPORTUNITIES,0,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2123HF.2025-0201,INTERNATIONAL BUSINESS IN THE WORLD ECONOMY,3,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2210HF.2025-0208,FINANCIAL DISTRESS AND INSOLVENCY,0,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2304HF.2025-0208,FINANCIAL INSTITUTIONS AND CAPITAL MARKETS,2,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2416HF.2025-0201,SPECIAL TOPICS IN OPERATIONS MANAGEMENT AND STATISTICS,0,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2513HF.2025-0208,PRICING STRATEGY,10,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2524HF.2025-0203,BUSINESS DESIGN PRACTICUM,0,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
RSM2620HF.2025-0201,LEADING TEAMS,3,Fall Intensive,2025-08-10,2025-08-11T01:25:44Z
